frame_index,x1,y1,x2,y2
48,401,174,436,216
48,438,192,479,234
48,630,228,673,264
48,190,258,382,479
49,348,133,442,222
49,441,194,528,250
49,630,224,695,268
49,190,261,383,479
49,654,370,719,465
49,610,376,653,403
50,343,0,391,29
50,340,141,529,251
50,631,223,689,268
50,579,246,643,300
50,190,262,383,479
50,107,315,161,397
50,647,336,674,364
50,611,371,719,466
50,148,395,211,479
51,0,0,512,308
51,456,0,719,309
51,340,151,532,262
51,249,170,281,214
51,201,261,383,479
51,645,317,668,349
51,608,349,675,395
51,637,387,719,476
52,578,53,609,84
52,414,166,570,254
52,340,199,392,231
52,634,225,693,270
52,201,261,383,479
52,110,322,139,358
52,648,335,677,371
52,679,426,719,463
52,346,427,376,472
52,172,440,202,478
53,0,0,719,479
53,692,0,719,32
53,247,187,282,216
53,639,224,691,278
53,189,253,383,479
53,479,256,519,290
53,519,384,555,419
54,135,4,173,29
54,352,163,398,189
54,339,203,411,253
54,584,338,675,391
54,483,354,517,385
54,519,356,544,385
54,350,398,383,446
54,559,431,604,474
54,656,431,719,473
54,395,437,435,479
55,0,0,719,479
55,632,224,700,275
55,521,292,560,328
55,578,342,616,377
55,514,383,586,452
55,589,457,620,479
56,691,10,719,37
56,407,186,480,235
56,254,190,282,214
56,190,261,383,479
56,347,394,388,439
56,674,429,719,469
57,0,0,719,479
57,353,141,427,241
57,430,173,532,268
57,248,189,283,214
57,607,366,645,400
57,338,394,383,438
57,691,440,719,466
57,393,448,423,479
58,434,0,719,216
58,582,59,608,87
58,420,166,578,255
58,246,186,283,211
58,639,222,707,265
58,197,259,384,479
58,109,320,139,356
58,648,335,678,371
58,339,390,387,449
58,155,406,211,479
58,679,428,719,463
59,0,0,719,479
59,247,185,285,212
59,648,337,675,374
59,611,371,719,464
59,519,382,556,421
60,606,0,719,249
60,448,85,473,113
60,73,98,222,324
60,559,115,609,155
60,55,174,85,198
60,248,174,285,215
60,189,259,383,479
60,684,422,719,467
61,0,0,719,479
61,483,249,512,282
61,647,336,672,365
61,608,371,719,459
61,395,455,429,479
62,0,0,719,479
62,342,135,443,227
62,250,192,283,218
62,450,193,528,249
62,611,369,719,457
63,0,0,719,479
63,246,189,283,220
63,608,321,675,399
63,640,388,719,468
64,435,166,458,196
64,577,245,651,306
64,150,252,383,479
64,658,307,719,366
64,107,314,132,343
64,648,335,676,369
64,123,345,154,383
64,343,386,370,414
64,678,415,719,461
65,0,0,719,479
65,481,251,512,282
65,648,337,672,368
65,611,371,719,460
66,535,0,719,251
66,562,0,595,51
66,24,150,64,173
66,431,186,481,234
66,249,189,283,214
66,104,258,382,479
66,646,267,671,312
66,674,423,719,468
67,560,0,589,35
67,254,191,281,217
67,103,262,384,479
67,647,335,673,362
67,653,370,714,438
67,609,375,652,403
67,674,434,719,464
68,22,153,59,199
68,59,154,93,180
68,454,194,497,220
68,152,262,383,479
68,653,368,713,437
69,246,189,283,214
69,357,208,410,241
69,644,253,672,314
69,123,260,383,479
69,98,297,132,341
69,648,365,705,424
69,609,369,647,399
69,691,423,719,466
70,20,148,59,199
70,495,181,523,208
70,535,211,574,247
70,128,260,383,479
70,647,336,675,363
70,676,425,719,458
71,0,0,719,479
71,340,135,529,250
71,492,182,523,211
71,47,199,81,243
71,520,203,575,249
71,578,246,653,309
71,483,253,512,281
71,647,336,672,366
71,612,371,719,459
71,396,456,428,479
72,409,174,495,234
72,248,190,282,213
72,476,235,530,266
72,119,258,382,479
72,674,424,716,452
73,560,0,589,34
73,20,152,62,205
73,77,256,109,297
73,108,261,383,479
73,610,369,719,468
73,387,454,431,479
74,359,142,443,218
74,21,152,59,199
74,441,193,502,243
74,641,193,672,223
74,135,259,383,479
74,85,271,115,307
74,653,367,705,424
74,609,377,650,406
75,0,0,719,479
75,579,131,606,172
75,356,140,439,242
75,247,175,282,216
75,432,187,529,266
75,645,252,672,314
75,76,254,116,311
75,609,368,645,400
75,654,395,704,432
75,691,424,719,466
75,394,449,431,479
76,347,0,446,59
76,617,0,719,245
76,444,91,490,118
76,582,91,612,114
76,100,93,217,310
76,22,148,80,201
76,251,192,280,216
76,451,193,482,220
76,410,194,440,218
76,524,202,579,248
76,129,261,382,479
76,667,309,719,363
76,675,427,717,457
77,0,0,719,479
77,483,252,513,281
77,647,336,672,366
77,611,370,719,459
77,396,455,428,479
78,27,158,53,186
78,400,174,432,216
78,442,175,514,260
78,248,190,282,214
78,642,191,687,238
78,360,209,410,241
78,126,259,383,479
78,652,366,694,394
78,609,372,647,399
78,658,396,704,422
79,566,126,638,179
79,451,178,496,220
79,644,224,687,250
79,478,245,509,277
79,116,261,383,479
79,83,268,114,307
79,651,368,719,467
79,610,374,652,403
80,249,191,283,220
80,643,223,687,250
80,71,246,465,479
80,646,272,671,317
80,651,369,711,425
80,609,377,644,403
80,674,428,716,457
81,98,90,383,479
81,214,91,250,115
81,471,154,516,195
81,339,158,483,242
81,248,170,283,217
81,645,263,671,309
81,609,366,647,395
81,673,420,719,468
82,0,0,719,479
82,643,224,691,259
82,378,244,425,290
82,450,315,481,346
82,648,335,677,369
82,585,346,616,374
82,610,371,719,468
82,519,382,558,420
82,553,418,620,479
83,704,184,719,241
83,428,185,481,234
83,642,188,689,238
83,609,369,648,396
83,678,441,719,468
84,557,0,588,33
84,388,152,416,192
84,703,190,719,245
84,252,191,281,216
84,643,222,687,250
84,74,252,383,479
84,608,369,701,424
84,674,428,716,457
85,601,134,636,163
85,250,191,282,216
85,453,193,498,220
85,480,220,524,247
85,644,224,689,249
85,480,246,509,274
85,106,261,401,479
85,82,266,114,305
85,656,372,710,425
85,674,433,719,467
86,0,0,719,479
86,472,176,518,203
86,250,190,282,216
86,640,193,685,249
86,478,217,511,276
86,645,253,672,316
86,650,366,705,427
86,608,375,643,402
86,674,426,719,467
87,252,174,283,217
87,608,370,654,399
87,644,382,704,423
87,675,423,719,468
88,340,0,392,32
88,557,0,586,28
88,644,223,690,257
88,71,247,383,479
88,483,253,514,285
88,647,336,676,368
88,585,344,616,374
88,609,371,719,467
88,585,452,616,478
89,428,185,482,235
89,643,189,689,237
89,90,259,383,479
89,623,365,675,394
89,682,442,719,467
90,559,0,590,35
90,59,136,94,179
90,56,217,82,246
90,643,223,688,253
90,231,246,259,274
90,72,255,383,479
90,647,335,672,364
90,674,413,719,458
90,590,451,636,479
90,396,455,429,479
91,69,154,100,189
91,52,214,383,479
91,644,224,689,250
91,610,370,716,458
92,325,4,350,36
92,40,89,383,479
92,382,158,532,263
92,249,188,282,216
92,644,243,672,353
92,84,268,122,319
92,608,356,675,395
92,673,420,719,470
92,333,427,380,467
93,0,0,719,479
93,556,0,592,40
93,646,225,692,260
93,388,254,424,288
93,520,385,558,419
93,676,414,719,463
93,351,431,400,471
94,250,189,282,213
94,43,262,383,479
94,82,264,125,327
94,366,422,415,462
94,674,424,719,467
95,408,192,439,217
95,452,192,480,235
95,642,194,672,218
95,57,217,84,248
95,479,219,525,247
95,644,224,674,249
95,43,247,383,479
95,646,271,671,315
95,674,426,716,455
95,380,429,429,467
96,23,154,58,199
96,250,192,281,219
96,644,223,689,252
96,482,248,510,274
96,74,251,117,313
96,48,261,383,479
96,117,334,155,385
96,647,336,674,363
96,622,371,719,466
97,0,0,719,479
97,356,141,483,241
97,490,174,519,201
97,249,188,284,216
97,57,217,85,250
97,651,357,675,389
97,608,367,646,399
97,682,423,719,468
97,396,450,446,479
98,347,0,450,62
98,696,131,719,165
98,23,151,59,199
98,497,182,578,248
98,645,224,692,252
98,73,248,118,313
98,68,260,383,479
98,685,322,719,362
98,648,336,678,363
98,675,427,719,458
99,0,0,719,479
99,555,0,586,28
99,643,224,689,257
99,482,250,512,281
99,647,336,675,369
99,610,370,719,460
99,529,390,557,417
99,395,456,428,479
100,531,0,719,238
100,445,86,500,117
100,56,176,93,199
100,249,189,283,213
100,94,258,383,479
100,611,370,655,399
100,658,383,704,423
100,689,424,719,466
101,557,0,588,32
101,643,223,687,251
101,72,248,383,479
101,609,369,715,458
102,602,134,636,168
102,22,153,58,199
102,56,216,83,247
102,643,222,687,249
102,479,246,509,274
102,74,252,432,479
102,652,368,719,467
102,608,376,644,402
103,388,90,430,116
103,98,92,383,479
103,315,92,370,135
103,340,152,532,265
103,57,172,90,197
103,249,189,283,217
103,646,249,672,310
103,673,421,719,467
104,0,0,719,479
104,552,0,611,40
104,289,152,324,186
104,643,207,691,258
104,379,245,426,291
104,483,253,518,287
104,648,336,676,368
104,586,345,616,374
104,608,370,719,469
104,530,392,558,419
104,554,420,619,479
105,249,190,283,220
105,175,259,391,479
105,647,266,671,310
105,609,368,649,396
105,679,431,719,468
106,474,134,500,175
106,380,152,414,182
106,252,191,282,216
106,71,246,430,479
106,608,369,715,456
107,249,191,283,216
107,439,193,522,247
107,645,224,688,249
107,187,260,432,479
107,654,369,705,424
107,150,397,196,464
108,340,135,532,265
108,22,148,58,197
108,246,188,283,216
108,56,214,84,247
108,644,238,672,311
108,74,250,122,321
108,186,259,433,479
108,607,324,714,425
108,126,350,158,391
108,147,392,195,462
108,672,421,719,469
109,647,224,693,295
109,72,247,133,344
109,202,263,449,479
109,123,345,155,386
109,676,414,719,462
110,560,0,590,31
110,600,130,637,166
110,359,144,421,199
110,434,186,479,234
110,249,190,281,213
110,360,209,407,238
110,191,263,464,479
110,658,395,704,424
110,692,424,719,466
111,527,0,719,183
111,558,0,590,32
111,251,190,281,215
111,642,192,672,218
111,201,261,481,479
111,610,367,704,422
112,603,132,636,169
112,644,223,688,249
112,69,240,118,314
112,480,247,508,277
112,189,261,431,479
112,122,342,152,378
112,652,369,719,467
112,148,394,196,463
113,339,138,530,265
113,643,222,688,253
113,482,249,509,277
113,190,262,383,479
113,647,336,674,364
113,608,370,719,460
114,359,0,411,31
114,326,2,350,36
114,214,91,247,115
114,98,92,383,479
114,339,152,531,261
114,249,188,282,216
114,644,245,672,309
114,645,313,669,352
114,609,358,714,422
114,672,419,719,476
115,247,185,285,209
115,645,224,692,260
115,370,233,425,288
115,192,251,383,479
115,585,345,615,372
115,523,384,559,421
115,676,414,719,463
115,587,453,616,479
116,357,141,443,217
116,53,152,96,204
116,453,192,482,218
116,517,195,548,224
116,56,214,85,248
116,645,224,690,249
116,72,246,118,314
116,188,262,384,479
116,613,267,670,314
116,669,309,707,343
116,136,373,187,447
116,676,426,718,455
117,407,173,530,265
117,250,190,281,213
117,359,208,410,242
117,200,258,383,479
117,646,270,671,313
117,609,365,704,422
117,673,424,716,453
118,645,223,692,273
118,482,251,515,283
118,74,252,118,315
118,189,263,384,479
118,647,334,678,365
118,123,346,156,388
118,623,371,719,467
118,147,392,211,479
119,561,0,589,31
119,359,147,517,239
119,248,190,285,221
119,478,235,528,266
119,72,246,116,310
119,190,262,383,479
119,646,269,671,313
119,119,337,154,383
119,610,365,704,424
119,150,397,197,465
119,674,424,719,466
120,251,193,281,218
120,645,225,690,252
120,74,251,126,331
120,190,261,383,479
120,646,294,682,327
120,648,336,674,363
120,128,354,155,385
120,147,392,196,464
120,675,414,719,458
121,22,129,97,198
121,644,223,689,250
121,76,254,118,314
121,189,262,384,479
121,612,370,716,458
122,20,152,65,200
122,350,207,385,243
122,479,219,529,249
122,643,223,688,249
122,480,246,509,275
122,72,247,117,313
122,189,261,384,479
122,107,314,134,345
122,125,349,155,385
122,653,369,714,437
122,146,390,211,479
123,358,140,406,182
123,250,190,281,214
123,409,191,438,216
123,435,192,478,235
123,642,192,688,246
123,186,260,383,479
123,651,368,714,454
123,610,372,648,399
124,561,0,586,26
124,644,224,690,255
124,483,252,513,282
124,397,261,425,288
124,190,262,383,479
124,647,336,674,366
124,675,413,719,461
125,426,185,482,234
125,642,188,689,238
125,192,259,383,479
125,609,369,649,396
125,680,423,719,469
126,556,0,586,29
126,434,164,458,196
126,645,223,691,258
126,389,254,426,291
126,189,257,384,479
126,691,333,719,368
126,648,335,677,369
126,586,346,614,372
126,612,370,719,469
126,555,420,585,451
127,600,134,636,167
127,357,141,499,223
127,481,220,528,248
127,663,224,691,249
127,189,263,384,479
127,656,369,698,424
127,675,434,719,468
128,600,136,636,167
128,20,151,60,201
128,453,193,527,248
128,644,224,687,248
128,483,247,509,275
128,190,260,494,479
128,653,368,719,467
129,253,196,280,223
129,645,224,690,252
129,188,261,383,479
129,150,397,211,479
129,675,414,717,458
130,355,141,439,218
130,249,176,282,223
130,491,176,520,204
130,450,191,478,218
130,643,222,672,249
130,579,243,612,273
130,188,262,470,479
130,680,319,719,362
130,651,368,705,425
130,610,376,643,402
131,0,0,76,176
131,607,0,696,180
131,288,52,334,113
131,447,89,476,114
131,99,102,217,306
131,24,156,58,189
131,250,190,282,217
131,201,260,459,479
132,0,0,719,479
132,645,224,692,263
132,184,250,447,479
132,389,254,427,292
132,577,340,616,376
132,611,371,719,472
132,520,384,559,428
132,555,420,586,451
132,586,453,619,479
133,359,140,387,166
133,388,165,437,215
133,432,174,496,235
133,253,190,282,214
133,477,235,527,264
133,189,260,435,479
134,55,127,95,178
134,250,191,282,216
134,438,193,497,235
134,642,195,671,219
134,55,213,81,242
134,479,220,529,249
134,643,224,687,249
134,480,246,508,272
134,189,260,431,479
134,653,368,713,436
134,611,377,646,402
135,381,146,458,197
135,645,223,692,257
135,189,248,415,479
135,648,335,676,368
135,612,371,719,466
136,389,168,481,235
136,472,170,519,197
136,247,188,283,212
136,200,259,399,479
136,645,264,671,310
136,685,316,719,348
136,677,439,719,468
137,338,0,450,68
137,645,224,690,259
137,202,248,394,479
137,648,336,675,370
137,676,415,719,462
138,411,173,457,216
138,251,191,280,215
138,190,263,383,479
138,657,383,687,423
139,558,0,588,33
139,250,191,282,217
139,643,223,687,250
139,192,261,383,479
139,644,273,671,317
139,674,414,716,457
140,359,141,441,217
140,250,190,282,215
140,643,192,687,219
140,440,210,479,235
140,201,263,383,479
140,652,368,706,424
141,558,0,586,27
141,340,144,530,252
141,244,181,280,204
141,231,246,259,275
141,189,263,383,479
141,647,335,673,366
141,674,414,719,465
141,395,455,428,479
142,444,87,473,118
142,92,92,221,312
142,554,108,611,152
142,411,147,550,260
142,40,168,70,193
142,249,187,282,214
142,202,256,383,479
142,609,342,675,393
142,488,359,516,386
142,634,387,719,474
142,561,432,607,477
142,394,442,432,479
143,245,186,288,211
143,645,224,692,265
143,389,255,428,293
143,576,338,616,377
143,520,384,560,422
143,676,415,719,465
143,588,454,619,479
144,253,189,282,215
144,191,267,383,479
145,0,0,65,201
145,559,0,590,33
145,614,0,696,219
145,572,34,600,78
145,288,59,377,123
145,428,76,471,122
145,57,98,217,309
145,438,189,480,220
145,250,191,281,223
145,106,268,383,479
145,674,427,716,456
145,395,452,430,479
146,342,134,529,252
146,253,180,288,204
146,647,224,693,254
146,188,269,383,479
146,648,334,678,365
146,615,370,712,424
146,675,427,719,459
147,561,0,588,31
147,0,146,59,199
147,359,152,439,241
147,253,191,283,215
147,452,191,501,242
147,642,192,672,218
147,175,269,383,479
147,646,270,671,314
147,651,366,704,425
147,148,393,196,463
147,674,426,714,454
148,405,25,442,56
148,567,35,601,83
148,518,59,554,83
148,567,125,613,178
148,250,190,282,216
148,644,224,687,248
148,611,369,705,422
148,675,427,716,455
148,386,452,432,479
149,557,0,589,30
149,623,0,719,237
149,74,92,224,309
149,0,147,60,200
149,384,161,439,216
149,434,192,479,235
149,357,208,410,242
149,479,218,528,264
149,166,267,383,479
149,647,270,671,313
149,652,367,704,425
149,610,371,648,399
149,692,425,719,466
150,578,57,607,81
150,568,126,607,159
150,0,144,77,203
150,646,224,690,250
150,189,268,383,479
150,676,427,719,457
151,346,0,406,37
151,339,127,528,251
151,14,150,61,204
151,316,179,345,203
151,518,199,550,229
151,644,223,689,253
151,578,244,614,277
151,103,269,383,479
151,616,273,682,328
151,648,336,673,364
151,609,370,719,468
151,395,454,430,479
152,625,0,719,183
152,285,58,375,124
152,493,76,537,118
152,62,93,383,479
152,252,191,283,218
152,583,246,612,273
152,611,376,652,404
153,97,93,217,308
153,507,93,556,122
153,0,94,57,145
153,8,149,53,184
153,177,269,383,479
153,647,269,671,312
153,683,442,719,468
154,0,23,124,93
154,644,225,688,251
154,654,370,711,410
154,611,375,653,403
154,674,414,715,457
155,560,0,589,30
155,606,2,719,181
155,77,94,214,308
155,510,94,556,123
155,0,96,65,144
155,22,150,62,202
155,396,171,441,216
155,642,191,688,238
155,435,192,519,272
155,358,208,410,241
155,164,269,383,479
155,652,367,704,424
156,0,97,36,136
156,97,97,218,325
156,395,171,482,234
156,647,267,671,312
156,163,272,382,479
156,608,363,705,422
156,674,423,719,468
157,14,149,57,197
157,339,150,530,258
157,58,157,98,183
157,434,165,458,194
157,645,223,691,256
157,106,271,382,479
157,648,335,676,366
157,613,371,719,461
158,618,5,719,217
158,380,7,454,89
158,457,60,511,92
158,96,95,215,310
158,0,97,37,133
158,434,190,528,262
158,160,272,382,479
158,612,375,643,401
158,655,382,702,421
159,608,5,719,184
159,75,96,218,308
159,510,96,555,122
159,0,98,58,197
159,395,172,433,215
159,433,187,529,267
159,641,191,687,246
159,358,209,410,241
159,646,267,671,313
159,117,271,382,479
159,656,395,704,424
159,691,425,719,466
160,637,6,719,197
160,461,60,508,95
160,0,96,217,310
160,509,96,556,126
160,570,96,601,123
160,248,100,280,123
160,12,137,62,204
160,396,171,522,247
160,644,224,688,249
160,149,272,382,479
160,652,369,701,421
161,623,6,719,183
161,427,52,454,88
161,79,96,218,308
161,510,96,555,123
161,0,99,36,132
161,19,149,58,198
161,397,172,437,216
161,435,192,480,235
161,641,192,687,247
161,357,209,410,242
161,647,270,671,314
161,147,272,382,479
161,651,365,701,423
161,610,376,649,406
161,692,425,719,465
162,0,97,33,132
162,99,100,215,323
162,473,152,497,194
162,424,182,531,262
162,339,189,427,240
162,646,251,672,309
162,147,275,382,479
162,609,361,712,422
162,678,428,719,469
163,13,135,64,212
163,73,162,104,193
163,434,165,459,197
163,518,204,569,248
163,55,216,83,248
163,644,224,692,260
163,377,242,426,292
163,483,255,520,288
163,455,321,505,370
163,565,329,615,374
163,648,334,677,370
163,531,393,557,422
163,551,416,618,479
163,676,416,719,470
164,537,14,565,41
164,101,96,219,312
164,0,100,33,130
164,471,152,497,194
164,500,161,531,192
164,295,168,324,193
164,411,182,532,262
164,645,262,671,309
164,144,273,382,479
164,649,360,676,387
164,609,365,648,395
164,677,420,719,476
165,633,18,719,199
165,523,33,555,60
165,427,55,452,99
165,0,59,37,93
165,287,61,331,102
165,483,69,519,101
165,74,96,219,314
165,522,96,553,123
165,0,99,33,130
165,8,151,48,178
165,396,175,441,218
165,440,176,519,248
165,641,213,672,248
165,57,217,85,249
165,478,219,512,244
165,645,270,670,315
165,141,274,382,479
165,609,377,643,403
165,651,381,701,409
165,674,427,717,455
165,394,451,432,479
166,616,18,719,182
166,516,47,543,74
166,0,60,33,92
166,270,60,359,125
166,111,96,217,311
166,512,97,552,123
166,393,101,423,125
166,449,220,486,248
166,147,276,382,479
166,615,374,684,413
166,675,426,719,456
167,605,19,719,237
167,39,96,218,313
167,0,99,52,150
167,472,174,518,201
167,431,186,482,234
167,342,192,427,240
167,57,217,85,249
167,644,247,672,313
167,132,276,381,479
167,608,368,646,399
167,673,423,719,465
168,620,19,696,214
168,445,47,523,94
168,597,66,625,91
168,0,97,38,141
168,83,107,225,314
168,34,155,69,196
168,115,269,381,479
169,0,0,719,479
169,648,146,697,185
169,644,225,691,261
169,482,255,519,288
169,390,256,425,289
169,586,346,614,374
169,610,375,719,472
169,519,384,559,420
169,586,453,619,479
169,388,456,425,479
170,0,101,31,129
170,94,104,242,312
170,424,183,482,233
170,647,264,672,309
170,161,276,381,479
170,611,362,711,419
170,395,405,448,449
170,677,430,719,470
171,639,21,719,146
171,0,60,32,91
171,485,74,573,140
171,459,101,497,153
171,602,145,697,220
171,55,214,84,248
171,643,225,688,252
171,148,279,381,479
171,647,335,672,363
171,398,387,449,431
172,346,0,382,22
172,636,23,719,145
172,404,27,441,58
172,567,64,595,90
172,445,82,498,126
172,456,139,485,172
172,643,225,692,254
172,155,279,381,479
172,648,336,675,364
172,399,364,447,412
172,675,416,719,459
173,113,97,250,305
173,0,99,29,128
173,446,150,472,179
173,427,183,481,232
173,645,253,672,310
173,189,279,381,479
173,397,343,442,391
173,680,388,712,416
173,639,393,671,419
173,677,421,719,470
174,0,60,30,90
174,651,147,696,184
174,47,199,80,241
174,646,225,693,294
174,70,244,127,335
174,392,254,424,287
174,147,279,392,479
174,402,349,445,398
174,676,416,719,462
175,650,144,696,184
175,593,151,626,180
175,429,192,459,221
175,691,206,719,239
175,77,259,121,326
175,194,280,394,479
175,400,337,441,384
175,614,386,647,410
176,641,23,696,144
176,0,60,40,89
176,286,62,326,100
176,0,101,29,128
176,111,106,252,305
176,632,144,695,184
176,437,188,502,242
176,409,193,450,239
176,80,261,118,314
176,214,281,400,479
176,389,336,430,381
176,609,375,644,400
176,160,415,192,456
176,674,425,716,454
177,645,23,719,144
177,496,65,537,103
177,0,98,283,307
177,459,101,492,125
177,648,147,696,199
177,631,228,688,270
177,417,230,442,260
177,192,287,406,479
177,648,336,676,362
177,380,338,421,383
177,626,375,654,401
177,675,432,708,458
178,343,0,379,22
178,638,23,719,131
178,399,26,446,63
178,29,98,263,308
178,463,102,493,127
178,392,103,420,129
178,652,150,698,183
178,420,195,508,248
178,644,226,689,254
178,69,242,126,334
